study_doi;study_author_1;study_year;study_journal;virus_family;virus;strain;material;medium;medium_group;medium_include;medium_volume;medium_container;sealed;virus_concentration_initial;temperature_raw;temperature;humidity_raw;humidity;time;value;value_raw;error_low;error_up;estimate;error;sample_size;unit;LOD;titration_unit;comment_data;source;comment_study
10.1128/mSphere.00441-20;Biryukov;2020;mSphere;Coronavirus;SARS-CoV-2;SARS-CoV-2_USA-WA1/2020-NR-52281;Mix plastic/steel;Saliva;Saliva;FALSE;Mix 1, 5, 10;Unspecified;Unspecified;Unspecified;24;24;20;20;NA;15.176;15.176;12.588;18.059;half-life_mean;standard_deviation;Unspecified;hour;0.2 log10TCID50/mL;TCID50;3 replicates per condition, unspecified number of conditions ;Figure 1D;mean titer and error per time point also available for some conditions
10.1128/mSphere.00441-20;Biryukov;2020;mSphere;Coronavirus;SARS-CoV-2;SARS-CoV-2_USA-WA1/2020-NR-52281;Mix plastic/steel;Saliva;Saliva;FALSE;Mix 1, 5, 11;Unspecified;Unspecified;Unspecified;35;35;20;20;NA;7.176;7.176;6;8.588;half-life_mean;standard_deviation;Unspecified;hour;0.2 log10TCID50/mL;TCID50;3 replicates per condition, unspecified number of conditions ;Figure 1D;mean titer and error per time point also available for some conditions
10.1128/mSphere.00441-20;Biryukov;2020;mSphere;Coronavirus;SARS-CoV-2;SARS-CoV-2_USA-WA1/2020-NR-52281;Mix plastic/steel;Saliva;Saliva;FALSE;Mix 1, 5, 12;Unspecified;Unspecified;Unspecified;24;24;40;40;NA;11.412;11.412;9.765;13.294;half-life_mean;standard_deviation;Unspecified;hour;0.2 log10TCID50/mL;TCID50;3 replicates per condition, unspecified number of conditions ;Figure 1D;mean titer and error per time point also available for some conditions
10.1128/mSphere.00441-20;Biryukov;2020;mSphere;Coronavirus;SARS-CoV-2;SARS-CoV-2_USA-WA1/2020-NR-52281;Mix plastic/steel;Saliva;Saliva;FALSE;Mix 1, 5, 13;Unspecified;Unspecified;Unspecified;28;28;40;40;NA;6;6;3.059;9.176;half-life_mean;standard_deviation;Unspecified;hour;0.2 log10TCID50/mL;TCID50;3 replicates per condition, unspecified number of conditions ;Figure 1D;mean titer and error per time point also available for some conditions
10.1128/mSphere.00441-20;Biryukov;2020;mSphere;Coronavirus;SARS-CoV-2;SARS-CoV-2_USA-WA1/2020-NR-52281;Mix plastic/steel;Saliva;Saliva;FALSE;Mix 1, 5, 14;Unspecified;Unspecified;Unspecified;35;35;40;40;NA;7.412;7.412;6.294;8.765;half-life_mean;standard_deviation;Unspecified;hour;0.2 log10TCID50/mL;TCID50;3 replicates per condition, unspecified number of conditions ;Figure 1D;mean titer and error per time point also available for some conditions
10.1128/mSphere.00441-20;Biryukov;2020;mSphere;Coronavirus;SARS-CoV-2;SARS-CoV-2_USA-WA1/2020-NR-52281;Mix plastic/steel;Saliva;Saliva;FALSE;Mix 1, 5, 15;Unspecified;Unspecified;Unspecified;24;24;60;60;NA;9;9;5.765;12.588;half-life_mean;standard_deviation;Unspecified;hour;0.2 log10TCID50/mL;TCID50;3 replicates per condition, unspecified number of conditions ;Figure 1D;mean titer and error per time point also available for some conditions
10.1128/mSphere.00441-20;Biryukov;2020;mSphere;Coronavirus;SARS-CoV-2;SARS-CoV-2_USA-WA1/2020-NR-52281;Mix plastic/steel;Saliva;Saliva;FALSE;Mix 1, 5, 16;Unspecified;Unspecified;Unspecified;35;35;60;60;NA;2.176;2.176;0.882;3.647;half-life_mean;standard_deviation;Unspecified;hour;0.2 log10TCID50/mL;TCID50;3 replicates per condition, unspecified number of conditions ;Figure 1D;mean titer and error per time point also available for some conditions
10.1139/m89-160;Lamarre;1989;Canadian Journal of Microbiology;Coronavirus;HCoV-229E;HCoV-229E;Bulk medium;Half MEM + half Hank's M199 + 5% FCS + 0.13% sodium bicarbonate + antibiotics + 150 mM NaCl + 0.1 M citric acid and 0.2 M sodium phosphate dibasic at pH 6;CCM;TRUE;Unspecified;Unspecified;Unspecified;Unspecified;4;4;NA;NA;24;6.101;6.101;5.851;6.351;mean?;standard_deviation?;>1?;log10PFU/mL;1.3 log10PFU/mL;PFU;pH = 6;Figure 2;also report data on the effect of pH
10.1139/m89-160;Lamarre;1989;Canadian Journal of Microbiology;Coronavirus;HCoV-229E;HCoV-229E;Bulk medium;Half MEM + half Hank's M199 + 5% FCS + 0.13% sodium bicarbonate + antibiotics + 150 mM NaCl + 0.1 M citric acid and 0.2 M sodium phosphate dibasic at pH 6;CCM;TRUE;Unspecified;Unspecified;Unspecified;Unspecified;4;4;NA;NA;48;6.105;6.105;5.846;6.364;mean?;standard_deviation?;>1?;log10PFU/mL;1.3 log10PFU/mL;PFU;pH = 6;Figure 2;also report data on the effect of pH
10.1139/m89-160;Lamarre;1989;Canadian Journal of Microbiology;Coronavirus;HCoV-229E;HCoV-229E;Bulk medium;Half MEM + half Hank's M199 + 5% FCS + 0.13% sodium bicarbonate + antibiotics + 150 mM NaCl + 0.1 M citric acid and 0.2 M sodium phosphate dibasic at pH 6;CCM;TRUE;Unspecified;Unspecified;Unspecified;Unspecified;4;4;NA;NA;120;5.981;5.981;5.868;6.095;mean?;standard_deviation?;>1?;log10PFU/mL;1.3 log10PFU/mL;PFU;pH = 6;Figure 2;also report data on the effect of pH
10.1139/m89-160;Lamarre;1989;Canadian Journal of Microbiology;Coronavirus;HCoV-229E;HCoV-229E;Bulk medium;Half MEM + half Hank's M199 + 5% FCS + 0.13% sodium bicarbonate + antibiotics + 150 mM NaCl + 0.1 M citric acid and 0.2 M sodium phosphate dibasic at pH 6;CCM;TRUE;Unspecified;Unspecified;Unspecified;Unspecified;4;4;NA;NA;336;5.44;5.44;5.141;5.74;mean?;standard_deviation?;>1?;log10PFU/mL;1.3 log10PFU/mL;PFU;pH = 6;Figure 2;also report data on the effect of pH
10.1139/m89-160;Lamarre;1989;Canadian Journal of Microbiology;Coronavirus;HCoV-229E;HCoV-229E;Bulk medium;Half MEM + half Hank's M199 + 5% FCS + 0.13% sodium bicarbonate + antibiotics + 150 mM NaCl + 0.1 M citric acid and 0.2 M sodium phosphate dibasic at pH 6;CCM;TRUE;Unspecified;Unspecified;Unspecified;Unspecified;22;22;NA;NA;24;5.548;5.548;5.444;5.653;mean?;standard_deviation?;>1?;log10PFU/mL;1.3 log10PFU/mL;PFU;pH = 6;Figure 2;also report data on the effect of pH
10.1139/m89-160;Lamarre;1989;Canadian Journal of Microbiology;Coronavirus;HCoV-229E;HCoV-229E;Bulk medium;Half MEM + half Hank's M199 + 5% FCS + 0.13% sodium bicarbonate + antibiotics + 150 mM NaCl + 0.1 M citric acid and 0.2 M sodium phosphate dibasic at pH 6;CCM;TRUE;Unspecified;Unspecified;Unspecified;Unspecified;22;22;NA;NA;48;4.912;4.912;4.773;5.052;mean?;standard_deviation?;>1?;log10PFU/mL;1.3 log10PFU/mL;PFU;pH = 6;Figure 2;also report data on the effect of pH
10.1139/m89-160;Lamarre;1989;Canadian Journal of Microbiology;Coronavirus;HCoV-229E;HCoV-229E;Bulk medium;Half MEM + half Hank's M199 + 5% FCS + 0.13% sodium bicarbonate + antibiotics + 150 mM NaCl + 0.1 M citric acid and 0.2 M sodium phosphate dibasic at pH 6;CCM;TRUE;Unspecified;Unspecified;Unspecified;Unspecified;22;22;NA;NA;120;3.839;3.839;3.839;3.839;mean?;standard_deviation?;>1?;log10PFU/mL;1.3 log10PFU/mL;PFU;pH = 6;Figure 2;also report data on the effect of pH
10.1139/m89-160;Lamarre;1989;Canadian Journal of Microbiology;Coronavirus;HCoV-229E;HCoV-229E;Bulk medium;Half MEM + half Hank's M199 + 5% FCS + 0.13% sodium bicarbonate + antibiotics + 150 mM NaCl + 0.1 M citric acid and 0.2 M sodium phosphate dibasic at pH 6;CCM;TRUE;Unspecified;Unspecified;Unspecified;Unspecified;22;22;NA;NA;336;1.297;1.297;1.297;1.297;mean?;standard_deviation?;>1?;log10PFU/mL;1.3 log10PFU/mL;PFU;pH = 6;Figure 2;also report data on the effect of pH
10.1139/m89-160;Lamarre;1989;Canadian Journal of Microbiology;Coronavirus;HCoV-229E;HCoV-229E;Bulk medium;Half MEM + half Hank's M199 + 5% FCS + 0.13% sodium bicarbonate + antibiotics + 150 mM NaCl + 0.1 M citric acid and 0.2 M sodium phosphate dibasic at pH 6;CCM;TRUE;Unspecified;Unspecified;Unspecified;Unspecified;33;33;NA;NA;24;5.391;5.391;5.275;5.508;mean?;standard_deviation?;>1?;log10PFU/mL;1.3 log10PFU/mL;PFU;pH = 6;Figure 2;also report data on the effect of pH
10.1139/m89-160;Lamarre;1989;Canadian Journal of Microbiology;Coronavirus;HCoV-229E;HCoV-229E;Bulk medium;Half MEM + half Hank's M199 + 5% FCS + 0.13% sodium bicarbonate + antibiotics + 150 mM NaCl + 0.1 M citric acid and 0.2 M sodium phosphate dibasic at pH 6;CCM;TRUE;Unspecified;Unspecified;Unspecified;Unspecified;33;33;NA;NA;48;4.789;4.789;4.685;4.894;mean?;standard_deviation?;>1?;log10PFU/mL;1.3 log10PFU/mL;PFU;pH = 6;Figure 2;also report data on the effect of pH
10.1139/m89-160;Lamarre;1989;Canadian Journal of Microbiology;Coronavirus;HCoV-229E;HCoV-229E;Bulk medium;Half MEM + half Hank's M199 + 5% FCS + 0.13% sodium bicarbonate + antibiotics + 150 mM NaCl + 0.1 M citric acid and 0.2 M sodium phosphate dibasic at pH 6;CCM;TRUE;Unspecified;Unspecified;Unspecified;Unspecified;33;33;NA;NA;120;3.618;3.618;3.618;3.618;mean?;standard_deviation?;>1?;log10PFU/mL;1.3 log10PFU/mL;PFU;pH = 6;Figure 2;also report data on the effect of pH
10.1139/m89-160;Lamarre;1989;Canadian Journal of Microbiology;Coronavirus;HCoV-229E;HCoV-229E;Bulk medium;Half MEM + half Hank's M199 + 5% FCS + 0.13% sodium bicarbonate + antibiotics + 150 mM NaCl + 0.1 M citric acid and 0.2 M sodium phosphate dibasic at pH 6;CCM;TRUE;Unspecified;Unspecified;Unspecified;Unspecified;33;33;NA;NA;288;1.29;1.29;1.29;1.29;mean?;standard_deviation?;>1?;log10PFU/mL;1.3 log10PFU/mL;PFU;pH = 6;Figure 2;also report data on the effect of pH
10.1139/m89-160;Lamarre;1989;Canadian Journal of Microbiology;Coronavirus;HCoV-229E;HCoV-229E;Bulk medium;Half MEM + half Hank's M199 + 5% FCS + 0.13% sodium bicarbonate + antibiotics + 150 mM NaCl + 0.1 M citric acid and 0.2 M sodium phosphate dibasic at pH 6;CCM;TRUE;Unspecified;Unspecified;Unspecified;Unspecified;37;37;NA;NA;24;4.687;4.687;4.687;4.687;mean?;standard_deviation?;>1?;log10PFU/mL;1.3 log10PFU/mL;PFU;pH = 6;Figure 2;also report data on the effect of pH
10.1139/m89-160;Lamarre;1989;Canadian Journal of Microbiology;Coronavirus;HCoV-229E;HCoV-229E;Bulk medium;Half MEM + half Hank's M199 + 5% FCS + 0.13% sodium bicarbonate + antibiotics + 150 mM NaCl + 0.1 M citric acid and 0.2 M sodium phosphate dibasic at pH 6;CCM;TRUE;Unspecified;Unspecified;Unspecified;Unspecified;37;37;NA;NA;48;3.736;3.736;3.736;3.736;mean?;standard_deviation?;>1?;log10PFU/mL;1.3 log10PFU/mL;PFU;pH = 6;Figure 2;also report data on the effect of pH
10.1139/m89-160;Lamarre;1989;Canadian Journal of Microbiology;Coronavirus;HCoV-229E;HCoV-229E;Bulk medium;Half MEM + half Hank's M199 + 5% FCS + 0.13% sodium bicarbonate + antibiotics + 150 mM NaCl + 0.1 M citric acid and 0.2 M sodium phosphate dibasic at pH 6;CCM;TRUE;Unspecified;Unspecified;Unspecified;Unspecified;37;37;NA;NA;120;1.296;1.296;1.296;1.296;mean?;standard_deviation?;>1?;log10PFU/mL;1.3 log10PFU/mL;PFU;pH = 6;Figure 2;also report data on the effect of pH
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;28;28;>95;96;3;0.01;0.01;-0.001;0.01;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;28;28;>95;96;7;0.243;0.243;0.125;0.349;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;28;28;>95;96;11;0.24;0.24;0.122;0.346;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;28;28;>95;96;13;0.378;0.378;0.178;0.532;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;28;28;>95;96;24;0.729;0.729;0.364;1.071;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;28;28;>95;96;0;0;0;NA;NA;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Assumed;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;33;33;>95;96;0;0;0;0;0;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;33;33;>95;96;3;0.244;0.244;-0.02;0.925;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;also in Figures 2 and 3 but does not include time 0;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;33;33;>95;96;7;0.25;0.25;-0.005;0.54;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;also in Figures 2 and 3 but does not include time 1;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;33;33;>95;96;11;0.486;0.486;-0.007;0.784;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;also in Figures 2 and 3 but does not include time 2;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;33;33;>95;96;13;0.748;0.748;-0.01;1.08;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;also in Figures 2 and 3 but does not include time 3;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;33;33;>95;96;24;0.976;0.976;-0.012;1.333;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;also in Figures 2 and 3 but does not include time 4;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;38;38;>95;96;0;0;0;0;0;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;38;38;>95;96;3;0.38;0.38;-0.003;0.925;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;also in Figures 2 and 3 but does not include time 0;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;38;38;>95;96;7;2.115;2.115;1.57;2.677;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;also in Figures 2 and 3 but does not include time 1;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;38;38;>95;96;11;2.487;2.487;1.942;3.049;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;also in Figures 2 and 3 but does not include time 2;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;38;38;>95;96;13;2.749;2.749;2.204;3.285;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;also in Figures 2 and 3 but does not include time 3;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;38;38;>95;96;24;3.36;3.36;2.806;3.913;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;also in Figures 2 and 3 but does not include time 4;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;22-25;23.5;40-50;45;0;0;0;0;0;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic vial;Closed;7 log10TCID50/mL;22-25;23.5;40-50;45;0;0;0;0;0;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;22-25;23.5;40-50;45;3;0;0;0;0.925;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic vial;Closed;7 log10TCID50/mL;22-25;23.5;40-50;45;3;0;0;0;0.925;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;22-25;23.5;40-50;45;7;0;0;0;0.531;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic vial;Closed;7 log10TCID50/mL;22-25;23.5;40-50;45;7;0;0;0;0.54;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;22-25;23.5;40-50;45;11;0.239;0.239;0;0.793;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic vial;Closed;7 log10TCID50/mL;22-25;23.5;40-50;45;11;0;0;0;0.784;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;22-25;23.5;40-50;45;13;0.535;0.535;0;1.072;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic vial;Closed;7 log10TCID50/mL;22-25;23.5;40-50;45;13;0;0;0;1.08;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;22-25;23.5;40-50;45;24;0.789;0.789;0;1.342;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic vial;Closed;7 log10TCID50/mL;22-25;23.5;40-50;45;24;0;0;0;0.482;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;22-25;23.5;40-50;45;48;0.787;0.787;0.242;1.331;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic vial;Closed;7 log10TCID50/mL;22-25;23.5;40-50;45;48;0.786;0.786;0.242;1.331;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;22-25;23.5;40-50;45;72;0.784;0.784;0.231;1.329;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic vial;Closed;7 log10TCID50/mL;22-25;23.5;40-50;45;72;0.784;0.784;0.248;1.321;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;22-25;23.5;40-50;45;120;1.634;1.634;1.089;2.161;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic vial;Closed;7 log10TCID50/mL;22-25;23.5;40-50;45;120;0.774;0.774;0.305;1.267;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;22-25;23.5;40-50;45;168;2.415;2.415;1.895;2.968;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic vial;Closed;7 log10TCID50/mL;22-25;23.5;40-50;45;168;1.683;1.683;1.197;2.159;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
10.1155/2011/734690;Chan;2011;Advances in Virology;Coronavirus;SARS-CoV-1;SARS-CoV-1_HKU39849;Plastic;MEM + 1% FCS;CCM;TRUE;10;Plastic 24-well plate;Uncovered?;7 log10TCID50/mL;22-25;23.5;40-50;45;312;4.72;4.72;4.184;5.273;mean?;standard_deviation?;2;-log10Nt/N0;Unspecified;TCID50;NA;Figure 1;titration using Reed and Muench method
